character1,character2,boolean_similarity
MOM'S Diane,WORKER #1,0.150755672289
MOM'S Diane,WORKER FRITZ,0.0805822964025
MOM'S Diane,YOUNG RILEY,0.184637236469
MOM'S Felipe,MOM'S Felipe,1.0
MOM'S Felipe,MOM'S Joyce,0.957427107756
MOM'S Felipe,MOM'S Sandra,0.566138517072
MOM'S Felipe,MOUSE,0.144337567297
MOM'S Felipe,PIZZA BEAR,0.129099444874
MOM'S Felipe,PIZZA SLICE,0.166666666667
MOM'S Felipe,RILEY,0.151329981692
MOM'S Felipe,RILEY VOICE,0.0
MOM'S Felipe,SPORTS ANNOUNCER,0.0
MOM'S Felipe,SUBCONSCIOUS GUARD DAVE,0.22360679775
MOM'S Felipe,SUBCONSCIOUS GUARD FRANK,0.22360679775
MOM'S Felipe,Sandra,0.124603299539
MOM'S Felipe,TEACHER,0.103695169473
MOM'S Felipe,TRAIN ENGINEER,0.0
MOM'S Felipe,WORKER #1,0.204124145232
MOM'S Felipe,WORKER FRITZ,0.109108945118
MOM'S Felipe,YOUNG RILEY,0.166666666667
MOM'S Joyce,MOM'S Joyce,1.0
MOM'S Joyce,MOM'S Sandra,0.591312395989
MOM'S Joyce,MOUSE,0.150755672289
MOM'S Joyce,PIZZA BEAR,0.134839972493
MOM'S Joyce,PIZZA SLICE,0.174077655956
MOM'S Joyce,RILEY,0.158059010932
MOM'S Joyce,RILEY VOICE,0.0
MOM'S Joyce,SPORTS ANNOUNCER,0.0
MOM'S Joyce,SUBCONSCIOUS GUARD DAVE,0.233549683248
MOM'S Joyce,SUBCONSCIOUS GUARD FRANK,0.233549683248
MOM'S Joyce,Sandra,0.130143901849
MOM'S Joyce,TEACHER,0.108306072215
MOM'S Joyce,TRAIN ENGINEER,0.0
MOM'S Joyce,WORKER #1,0.213200716356
MOM'S Joyce,WORKER FRITZ,0.11396057646
MOM'S Joyce,YOUNG RILEY,0.174077655956
MOM'S Sandra,MOM'S Sandra,1.0
MOM'S Sandra,MOUSE,0.0980580675691
MOM'S Sandra,PIZZA BEAR,0.0877058019307
MOM'S Sandra,PIZZA SLICE,0.113227703414
MOM'S Sandra,RILEY,0.188482209132
MOM'S Sandra,RILEY VOICE,0.0
MOM'S Sandra,SPORTS ANNOUNCER,0.0
MOM'S Sandra,SUBCONSCIOUS GUARD DAVE,0.151910905063
MOM'S Sandra,SUBCONSCIOUS GUARD FRANK,0.202547873417
MOM'S Sandra,Sandra,0.145116467431
MOM'S Sandra,TEACHER,0.105670493051
MOM'S Sandra,TRAIN ENGINEER,0.0980580675691
MOM'S Sandra,WORKER #1,0.138675049056
MOM'S Sandra,WORKER FRITZ,0.148249863332
MOM'S Sandra,YOUNG RILEY,0.113227703414
MOUSE,MOUSE,1.0
MOUSE,PIZZA BEAR,0.0
MOUSE,PIZZA SLICE,0.288675134595
MOUSE,RILEY,0.174740811332
MOUSE,RILEY VOICE,0.4472135955
MOUSE,SPORTS ANNOUNCER,0.188982236505
MOUSE,SUBCONSCIOUS GUARD DAVE,0.129099444874
MOUSE,SUBCONSCIOUS GUARD FRANK,0.129099444874
MOUSE,Sandra,0.0924939623967
MOUSE,TEACHER,0.0898026510134
MOUSE,TRAIN ENGINEER,0.25
MOUSE,WORKER #1,0.353553390593
MOUSE,WORKER FRITZ,0.188982236505
MOUSE,YOUNG RILEY,0.144337567297
PIZZA BEAR,PIZZA BEAR,1.0
PIZZA BEAR,PIZZA SLICE,0.0
PIZZA BEAR,RILEY,0.0781464665165
PIZZA BEAR,RILEY VOICE,0.0
PIZZA BEAR,SPORTS ANNOUNCER,0.0
PIZZA BEAR,SUBCONSCIOUS GUARD DAVE,0.115470053838
PIZZA BEAR,SUBCONSCIOUS GUARD FRANK,0.115470053838
PIZZA BEAR,Sandra,0.027576371657
PIZZA BEAR,TEACHER,0.0803219328902
PIZZA BEAR,TRAIN ENGINEER,0.0
PIZZA BEAR,WORKER #1,0.158113883008
PIZZA BEAR,WORKER FRITZ,0.0
PIZZA BEAR,YOUNG RILEY,0.129099444874
PIZZA SLICE,PIZZA SLICE,1.0
PIZZA SLICE,RILEY,0.0504433272305
PIZZA SLICE,RILEY VOICE,0.0
PIZZA SLICE,SPORTS ANNOUNCER,0.0
PIZZA SLICE,SUBCONSCIOUS GUARD DAVE,0.1490711985
PIZZA SLICE,SUBCONSCIOUS GUARD FRANK,0.1490711985
PIZZA SLICE,Sandra,0.0356009427254
PIZZA SLICE,TEACHER,0.0
PIZZA SLICE,TRAIN ENGINEER,0.0
PIZZA SLICE,WORKER #1,0.204124145232
PIZZA SLICE,WORKER FRITZ,0.218217890236
PIZZA SLICE,YOUNG RILEY,0.166666666667
RILEY,RILEY,1.0
RILEY,RILEY VOICE,0.195366166291
RILEY,SPORTS ANNOUNCER,0.0330229093342
RILEY,SUBCONSCIOUS GUARD DAVE,0.203030475658
RILEY,SUBCONSCIOUS GUARD FRANK,0.180471533918
RILEY,Sandra,0.285536970575
RILEY,TEACHER,0.203998445272
RILEY,TRAIN ENGINEER,0.0873704056661
RILEY,WORKER #1,0.154450515804
RILEY,WORKER FRITZ,0.0660458186684
RILEY,YOUNG RILEY,0.151329981692
RILEY VOICE,RILEY VOICE,1.0
RILEY VOICE,SPORTS ANNOUNCER,0.0
RILEY VOICE,SUBCONSCIOUS GUARD DAVE,0.0
RILEY VOICE,SUBCONSCIOUS GUARD FRANK,0.0
RILEY VOICE,Sandra,0.055152743314
RILEY VOICE,TEACHER,0.16064386578
RILEY VOICE,TRAIN ENGINEER,0.22360679775
RILEY VOICE,WORKER #1,0.158113883008
RILEY VOICE,WORKER FRITZ,0.0
RILEY VOICE,YOUNG RILEY,0.0
SPORTS ANNOUNCER,SPORTS ANNOUNCER,1.0
SPORTS ANNOUNCER,SUBCONSCIOUS GUARD DAVE,0.0
SPORTS ANNOUNCER,SUBCONSCIOUS GUARD FRANK,0.0
SPORTS ANNOUNCER,Sandra,0.0233062878359
SPORTS ANNOUNCER,TEACHER,0.0
SPORTS ANNOUNCER,TRAIN ENGINEER,0.0
SPORTS ANNOUNCER,WORKER #1,0.0
SPORTS ANNOUNCER,WORKER FRITZ,0.0
SPORTS ANNOUNCER,YOUNG RILEY,0.0
SUBCONSCIOUS GUARD DAVE,SUBCONSCIOUS GUARD DAVE,1.0
SUBCONSCIOUS GUARD DAVE,SUBCONSCIOUS GUARD FRANK,0.333333333333
SUBCONSCIOUS GUARD DAVE,Sandra,0.127369804795
SUBCONSCIOUS GUARD DAVE,TEACHER,0.139121668728
SUBCONSCIOUS GUARD DAVE,TRAIN ENGINEER,0.0
SUBCONSCIOUS GUARD DAVE,WORKER #1,0.273861278753
SUBCONSCIOUS GUARD DAVE,WORKER FRITZ,0.0975900072949
SUBCONSCIOUS GUARD DAVE,YOUNG RILEY,0.22360679775
SUBCONSCIOUS GUARD FRANK,SUBCONSCIOUS GUARD FRANK,1.0
SUBCONSCIOUS GUARD FRANK,Sandra,0.143291030395
SUBCONSCIOUS GUARD FRANK,TEACHER,0.139121668728
SUBCONSCIOUS GUARD FRANK,TRAIN ENGINEER,0.0
SUBCONSCIOUS GUARD FRANK,WORKER #1,0.182574185835
SUBCONSCIOUS GUARD FRANK,WORKER FRITZ,0.0975900072949
SUBCONSCIOUS GUARD FRANK,YOUNG RILEY,0.1490711985
Sandra,Sandra,1.0
Sandra,TEACHER,0.121824311047
Sandra,TRAIN ENGINEER,0.0616626415978
Sandra,WORKER #1,0.109005180049
Sandra,WORKER FRITZ,0.0699188635076
Sandra,YOUNG RILEY,0.124603299539
TEACHER,TEACHER,1.0
TEACHER,TRAIN ENGINEER,0.0898026510134
TEACHER,WORKER #1,0.127000127
TEACHER,WORKER FRITZ,0.0678844233302
TEACHER,YOUNG RILEY,0.103695169473
TRAIN ENGINEER,TRAIN ENGINEER,1.0
TRAIN ENGINEER,WORKER #1,0.176776695297
TRAIN ENGINEER,WORKER FRITZ,0.188982236505
TRAIN ENGINEER,YOUNG RILEY,0.0
WORKER #1,WORKER #1,1.0
WORKER #1,WORKER FRITZ,0.267261241912
WORKER #1,YOUNG RILEY,0.306186217848
WORKER FRITZ,WORKER FRITZ,1.0
WORKER FRITZ,YOUNG RILEY,0.109108945118
YOUNG RILEY,YOUNG RILEY,1.0
