location1,location2,tfidf_similarity
SAN FRANCISCO HOUSE,STAGE B,0.0809220224711
SAN FRANCISCO HOUSE,SUBCONSCIOUS CAVE,0.0889931810097
SAN FRANCISCO HOUSE,SUBCONSCIOUS GATE,0.0484707947619
SAN FRANCISCO HOUSE,SUBCONSCIOUS STAIRS,0.0271876933586
SAN FRANCISCO HOUSE,THE BACK OF THE ROOM,0.0754070412975
SAN FRANCISCO HOUSE,TITLE CARD: INSIDE OUT,0.0359529538403
SAN FRANCISCO HOUSE,TRAIN CAR,0.0776946943656
SAN FRANCISCO HOUSE,TRAIN STATION,0.0465205711653
SAN FRANCISCO STREET,SAN FRANCISCO STREET,1.0
SAN FRANCISCO STREET,STAGE B,0.0234430274752
SAN FRANCISCO STREET,SUBCONSCIOUS CAVE,0.0258539195905
SAN FRANCISCO STREET,SUBCONSCIOUS GATE,0.0161948071799
SAN FRANCISCO STREET,SUBCONSCIOUS STAIRS,0.0111610470048
SAN FRANCISCO STREET,THE BACK OF THE ROOM,0.0299773992578
SAN FRANCISCO STREET,TITLE CARD: INSIDE OUT,0.0636810869191
SAN FRANCISCO STREET,TRAIN CAR,0.0454926101156
SAN FRANCISCO STREET,TRAIN STATION,0.00176813877234
STAGE B,STAGE B,1.0
STAGE B,SUBCONSCIOUS CAVE,0.17300183722
STAGE B,SUBCONSCIOUS GATE,0.0704504807246
STAGE B,SUBCONSCIOUS STAIRS,0.0164604120605
STAGE B,THE BACK OF THE ROOM,0.0404943109526
STAGE B,TITLE CARD: INSIDE OUT,0.0223554496573
STAGE B,TRAIN CAR,0.0814274315417
STAGE B,TRAIN STATION,0.0156048737532
SUBCONSCIOUS CAVE,SUBCONSCIOUS CAVE,1.0
SUBCONSCIOUS CAVE,SUBCONSCIOUS GATE,0.0829843041371
SUBCONSCIOUS CAVE,SUBCONSCIOUS STAIRS,0.0145866019331
SUBCONSCIOUS CAVE,THE BACK OF THE ROOM,0.0320410676515
SUBCONSCIOUS CAVE,TITLE CARD: INSIDE OUT,0.0128202565211
SUBCONSCIOUS CAVE,TRAIN CAR,0.0687317952038
SUBCONSCIOUS CAVE,TRAIN STATION,0.032845652883
SUBCONSCIOUS GATE,SUBCONSCIOUS GATE,1.0
SUBCONSCIOUS GATE,SUBCONSCIOUS STAIRS,0.0213605470999
SUBCONSCIOUS GATE,THE BACK OF THE ROOM,0.0353279507769
SUBCONSCIOUS GATE,TITLE CARD: INSIDE OUT,0.0062706098785
SUBCONSCIOUS GATE,TRAIN CAR,0.0429136712079
SUBCONSCIOUS GATE,TRAIN STATION,0.00833439779642
SUBCONSCIOUS STAIRS,SUBCONSCIOUS STAIRS,1.0
SUBCONSCIOUS STAIRS,THE BACK OF THE ROOM,0.0267223920503
SUBCONSCIOUS STAIRS,TITLE CARD: INSIDE OUT,0.0
SUBCONSCIOUS STAIRS,TRAIN CAR,0.00668551791448
SUBCONSCIOUS STAIRS,TRAIN STATION,0.00943876082555
THE BACK OF THE ROOM,THE BACK OF THE ROOM,1.0
THE BACK OF THE ROOM,TITLE CARD: INSIDE OUT,0.0197416801114
THE BACK OF THE ROOM,TRAIN CAR,0.0401305637314
THE BACK OF THE ROOM,TRAIN STATION,0.0274047936441
TITLE CARD: INSIDE OUT,TITLE CARD: INSIDE OUT,1.0
TITLE CARD: INSIDE OUT,TRAIN CAR,0.0130821876464
TITLE CARD: INSIDE OUT,TRAIN STATION,0.0229890495318
TRAIN CAR,TRAIN CAR,1.0
TRAIN CAR,TRAIN STATION,0.159181842114
TRAIN STATION,TRAIN STATION,1.0
